"screen_name","text","stripped_text1"
"gilljrus","@fishnbaja1 @DouglasDavisRN @mkarolian @WHCOVIDResponse Excess of ignorance is submitting kids to the vaccine. Based on the effectiveness, last year's definition of vax would disqualify it as a vax (it is a therapeutic at best). Last year I wasn't an anti-vaxxer, but adding anti-mandate to the definition fixed that. Education!","    excess of ignorance is submitting kids to the vaccine based on the effectiveness last year definition of vax would disqualify it as a vax it is a therapeutic at best last year i wasnt an antivaxxer but adding antimandate to the definition fixed that education"
"shaneellall","Please be kind to hospitality workers. If they arenâ€™t asking for you to present a vaccine passport, it is likely they have been abused at worker by pathetic customers. Anti-vaxxers have been violent, and they are targeting hospitality workers, mostly young people on their break.","please be kind to hospitality workers if they arenâ€™t asking for you to present a vaccine passport it is likely they have been abused at worker by pathetic customers antivaxxers have been violent and they are targeting hospitality workers mostly young people on their break"
"ProZombieHunter","@ZealDemon @RightWingCope having an immune system doesn't make you immune from a virus.

also, he's not a patriot, he's anti-American, and so is anyone who is anti-vaccine.","  having an immune system doesnt make you immune from a virusalso he not a patriot he antiamerican and so is anyone who is antivaccine"
"ncalsuz","@JDCopelaw @DerekMorgan2020 @callumjodwyer @exceedhergrasp1 Thai doesnâ€™t add up. You canâ€™t have long Covid without testing positive. Myocarditis from vaccine sounds right for a teen but should be very treatable and resolve quickly. Me thinks your an anti something making some stuff up or he indeed had Covid not a vax reaction","    thai doesnâ€™t add up you canâ€™t have long covid without testing positive myocarditis from vaccine sounds right for a teen but should be very treatable and resolve quickly me thinks your an anti something making some stuff up or he indeed had covid not a vax reaction"
"NReveillee","@WildPalmsLtd Not surprising at all. Misinformed &amp; those gaslighted by Fox, Trump &amp; GOP acolytes believe the anti vaccine, anti mask &amp; anti crowd avoidance prevention techniques will contract Covid19 &amp; a % will die"," not surprising at all misinformed  those gaslighted by fox trump  gop acolytes believe the anti vaccine anti mask  anti crowd avoidance prevention techniques will contract covid  a  will die"
"brandyheartsyou","People that promote anti vaccine publishingâ€™s and then post go-fund-meâ€™s for their relatives with COVID are fucking hilarious","people that promote anti vaccine publishingâ€™s and then post gofundmeâ€™s for their relatives with covid are fucking hilarious"
"smarzeli","@BeckyJaneO @Proody6666 Ok, but you'd be wrong.  The medical community has been blaming anti-vaccine conspiracy theorists for the spread of disease going back 100 years now, and the data is on their side","  ok but youd be wrong  the medical community has been blaming antivaccine conspiracy theorists for the spread of disease going back  years now and the data is on their side"
"Tufftruth","@GOPChairwoman The hypocrisy of Trump's GOP is astounding... but keep it up please. Darwinism make be slow moving but it moves... the VAST majority of those dying of COVID are  those who believe GOP lies. Those are some votes you won't get.

https://t.co/nwvKkgYiw3"," the hypocrisy of trump gop is astounding but keep it up please darwinism make be slow moving but it moves the vast majority of those dying of covid are  those who believe gop lies those are some votes you wont get"
"BernieGarrett","Chiropractors' association 'appalled that the profession still champions the slight rearrangement of the position of bones over vaccines. Who would have thought? https://t.co/jrisZj40ZY","chiropractors association appalled that the profession still champions the slight rearrangement of the position of bones over vaccines who would have thought "
"notincomunicado","@JasminBuffy1255 Here's an article about his anti-vaxxer crusade.
https://t.co/vflawqoD91
Until recently he was the most powerful ally the anti-vaxxers had in government. Now that the Republicans made vaccines political that's changing."," here an article about his antivaxxer crusadeuntil recently he was the most powerful ally the antivaxxers had in government now that the republicans made vaccines political that changing"
"pillairr","@jitengajaria Agenda 4 booster dose &amp;to kill anti vaccine sentiments this fear is spread with impunity. Suddenly death figures may be manipulated too to heighten this fear feelings. Incentivising to vaccinate is a positive way to change ppls attitude towards vaccination. Rich World shud help."," agenda  booster dose to kill anti vaccine sentiments this fear is spread with impunity suddenly death figures may be manipulated too to heighten this fear feelings incentivising to vaccinate is a positive way to change ppls attitude towards vaccination rich world shud help"
"abrams_thabang","@chestermissing Stop inciting violence 
Stop discriminating us 
It remains your personal choice to vaccine 
Soon you wil regret calling God s people anti-vaxxers"," stop inciting violence stop discriminating us it remains your personal choice to vaccine soon you wil regret calling god s people antivaxxers"
"007__NIL","@mcspocky This could / should be significant - and it's telling that Mitch McConnell has distanced himself from the anti-vaccine crowd - love him or hate him - he thinks through the positions he takes"," this could  should be significant  and it telling that mitch mcconnell has distanced himself from the antivaccine crowd  love him or hate him  he thinks through the positions he takes"
"VBlair10","@joncoopertweets I donâ€™t see it stopping. Everyone will get the virus, those of us with the vaccine will be affected mildly if at all, anti vaxxers will end up sick or dead. Anti vaxxers are allowing the virus to mutate. How this ends I just donâ€™t know"," i donâ€™t see it stopping everyone will get the virus those of us with the vaccine will be affected mildly if at all anti vaxxers will end up sick or dead anti vaxxers are allowing the virus to mutate how this ends i just donâ€™t know"
"FeralChristineB","Oh cool, a Grande Prairie anti-vaccine Karen at the mall. 

https://t.co/3t2vFT34MY","oh cool a grande prairie antivaccine karen at the mall "
"preachingterp","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' #SmartNews  https://t.co/hAKCtKpWdi","paul krugman argues the gop is procovid and is trying to keep the pandemic going smartnews  "
"Frank46800732","Mayor bell calls me anti vaxxer because I asked him a question. For a man who cares about the proper spread of information regarding the vaccine, why is he throwing this out like an random Insult? I am fully vaccinated and I am <U+0001F4AF> in support. This is our mayor!! @MayorofIqaluit https://t.co/502oaKJSax","mayor bell calls me anti vaxxer because i asked him a question for a man who cares about the proper spread of information regarding the vaccine why is he throwing this out like an random insult i am fully vaccinated and i am ufaf in support this is our mayor  "
"TP_UKMingeLane","@HlHumbert @VVichelangelo @KD2NFC @stantjaden @BernieRacer31 @GovRonDeSantis Then why bother with any vaccine or anti microbial if human immune systems are â€œbetterâ€?","      then why bother with any vaccine or anti microbial if human immune systems are â€œbetterâ€"
"TP_UKMingeLane","@HlHumbert @VVichelangelo @KD2NFC @stantjaden @BernieRacer31 @GovRonDeSantis And why do we need ANY vaccine or anti microbial if human immunity is better ?","      and why do we need any vaccine or anti microbial if human immunity is better "
"IsmoFidel","@societyofhonor OCTA for me is a suspect organization. It came from nowhere, used UP tie up as cover, claimed Manila as best prepared for lowered anti Covid measure, came out with an interesting survey, and now, an OP scientist priest working on vaccine and saying Duque is doing fine. Wow..."," octa for me is a suspect organization it came from nowhere used up tie up as cover claimed manila as best prepared for lowered anti covid measure came out with an interesting survey and now an op scientist priest working on vaccine and saying duque is doing fine wow"
