"screen_name","text","stripped_text1"
"barryharrison60","@PaulineHansonOz Anti-mandate is one thing but making false statements regarding the vaccine is irresponsible. Dont have the vaccine but don't give medical advice. Hanson, Roberts and Kelly  NO qualifications whatsoever."," antimandate is one thing but making false statements regarding the vaccine is irresponsible dont have the vaccine but dont give medical advice hanson roberts and kelly  no qualifications whatsoever"
"diction_dog","Theyâ€™re not against the mandate or the vaccine. 
Theyâ€™re against the ruling party. And this is their latest anti ruling party social media activism theme.
If they were in favour of the ruling party they would be attacking anyone who opposes vaccine mandates.","theyâ€™re not against the mandate or the vaccine theyâ€™re against the ruling party and this is their latest anti ruling party social media activism themeif they were in favour of the ruling party they would be attacking anyone who opposes vaccine mandates"
"Oliver3186","@RepWalorski @CMSGov You donâ€™t want vaccine mandate but are fine with government forcing anti abortion laws on women.  Please help us understand.","  you donâ€™t want vaccine mandate but are fine with government forcing anti abortion laws on women  please help us understand"
"AndrewM751","@dimsie Iâ€™ve been calling the anti-vaccine brigade the 6%ters for the last week or so, may have to change that to the 4%ters"," iâ€™ve been calling the antivaccine brigade the ters for the last week or so may have to change that to the ters"
"obviouslyrobot","Getting a real ""Night of the Living (Brain) Dead"" from your anti-vaccine rally story @Skinny_Post. Hope they gave you hazard pay!","getting a real night of the living brain dead from your antivaccine rally story  hope they gave you hazard pay"
"milthere","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/HAlcMEdgJC","paul krugman argues the gop is procovid and is trying to keep the pandemic going "
"alan_page_ca","An anti-vaxxer posted a VAERS query containing the following case. Supposedly a 13 year old died after inappropriate Moderna administration. But no state/territory, no cause of death, unknown date of vaccine administration, no medical details. This is meaningless. https://t.co/Qd8PWBXB7u","an antivaxxer posted a vaers query containing the following case supposedly a  year old died after inappropriate moderna administration but no stateterritory no cause of death unknown date of vaccine administration no medical details this is meaningless "
"MSivuthu","@kylenabecker This is censored by  South African media, @MorningLiveSABC &amp; @eNCA which is owned by the richest man in SA, Johan Rupert.
The SA media is corrupt to the core!
They show no footage of all overseas anti-vaccine protests
We are kept in the dark,literally!
#censorship @EFFSouthAfrica https://t.co/nxnKuRwtbz"," this is censored by  south african media    which is owned by the richest man in sa johan rupertthe sa media is corrupt to the corethey show no footage of all overseas antivaccine protestswe are kept in the darkliterallycensorship  "
"mrangelbabyGOD","@genesimmons Marcus Lamb, a Texas televangelist who frequently railed against COVID-19 vaccine mandates on his show, has died several weeks after contracting the virus. He was 64. https://t.co/gOr8bLbN0R"," marcus lamb a texas televangelist who frequently railed against covid vaccine mandates on his show has died several weeks after contracting the virus he was  "
"mrangelbabyGOD","@TeamPelosi @BernieSanders @VP @SenSanders @SenSanders @SenWarren @AOC 

<U+0001F449><U+0001F3FB><U+0001F637> OR <U+0001F489>

Marcus Lamb, a Texas televangelist who frequently railed against COVID-19 vaccine mandates on his show, has died several weeks after contracting the virus. He was 64. https://t.co/gOr8bLbN0R","       ufuffbuf or ufmarcus lamb a texas televangelist who frequently railed against covid vaccine mandates on his show has died several weeks after contracting the virus he was  "
"mauveTriforce","@DrCraigWax1 - obviously reading the tweets challenging him - but can't defend his own anti-vaccine bullcrap.

So he just likes tweets where others do it for him. 

What a brave brave boy.

I'm flipping you the bird craig - thanks for saving me time by blocking me.","  obviously reading the tweets challenging him  but cant defend his own antivaccine bullcrapso he just likes tweets where others do it for him what a brave brave boyim flipping you the bird craig  thanks for saving me time by blocking me"
"gergejm","@abdullahadam @PhDniX @KhalilAndani @freemonotheist @mullasadra @BartEhrman @DerekPodcast @jricole @shahanSean @KashifMD @Watandost @rozina_ali @ApostateRidvan Thatâ€™s the orthodox Abraham position lol. In all three abrahamic religions, the death penalty is perscribed for homosexuals(although they differ in how and the bar for evidence). There are many academics and non Muslims that are anti covid vaccine.","             thatâ€™s the orthodox abraham position lol in all three abrahamic religions the death penalty is perscribed for homosexualsalthough they differ in how and the bar for evidence there are many academics and non muslims that are anti covid vaccine"
"gergejm","@abdullahadam @PhDniX @KhalilAndani @freemonotheist @mullasadra @BartEhrman @DerekPodcast @jricole @shahanSean @KashifMD @Watandost @rozina_ali @ApostateRidvan Unless you are ready to call every orthodox believer in the three Abrahamic faiths a murderer and people who are anti covid vaccine a psycho, then you are merely gaslighting","             unless you are ready to call every orthodox believer in the three abrahamic faiths a murderer and people who are anti covid vaccine a psycho then you are merely gaslighting"
"fmfagan","@karinstevens31 @ShanJeniah @StarVOY95 That vaccine most certainly saved your life! Iâ€™m so very happy you had the wisdom to get it! This modern phenomenon of anti vaxxers is just so unreal!","   that vaccine most certainly saved your life iâ€™m so very happy you had the wisdom to get it this modern phenomenon of anti vaxxers is just so unreal"
"lmay4949","MS hospital fires doctor, anti-vaccine leader for treating COVID patients with ivermectin https://t.co/TtgE34WfSG via @Yahoo","ms hospital fires doctor antivaccine leader for treating covid patients with ivermectin  "
"mykeywill","'I had to lock the door' - Newmarket shop owners fearful of further anti mandate protests.
The Newmarket Business Association estimated the protest cost retailers up to $600,000. https://t.co/fmOeCUMn1Y","i had to lock the door  newmarket shop owners fearful of further anti mandate proteststhe newmarket business association estimated the protest cost retailers up to  "
"Proiqra","Johann Biacsics died of Covid: He was an anti-vaccineÂ leader https://t.co/njkdAoMxdG","johann biacsics died of covid he was an antivaccineâ leader "
"JasonMcCorkel","@Morning_Joe @NYCMayor A mandate for a vaccine that doesnt stop transmission is the dumbest anti science thing one could do.  This is the definition of living in fear.","  a mandate for a vaccine that doesnt stop transmission is the dumbest anti science thing one could do  this is the definition of living in fear"
"stupefyalpy1063","@SimuLiu wtf simu.. u rly need an anti-horny vaccine ASAP"," wtf simu u rly need an antihorny vaccine asap"
"realKurtEllis","Just found out that a work friend is in the ICU with #Covid_19 and I have no sympathy for him, what so ever. He is actively anti-vaccine. I sat with him twice, each time for over an hour trying to convince him. Showed him video explanations of how the vaccines work, and...","just found out that a work friend is in the icu with covid and i have no sympathy for him what so ever he is actively antivaccine i sat with him twice each time for over an hour trying to convince him showed him video explanations of how the vaccines work and"
"rightfuture","Hilarious: anti-lockdown protestors griping about a lack of freedoms traveled from all over Victoria. So unfree they couldn't even leave their homes I guess!
https://t.co/KqnAv2ruht","hilarious antilockdown protestors griping about a lack of freedoms traveled from all over victoria so unfree they couldnt even leave their homes i guess"
"TheNewHenryM","Get ready. They're blaming vaccine deaths on the scamdemic!

https://t.co/kPJOTsoCRL","get ready theyre blaming vaccine deaths on the scamdemic"
"pranesh","The 3 main steps to ending the pandemic:

1. Increase vaccine production and get as many people (esp. senior citizens) vaccinated as possible.
2. Produce &amp; maintain a stock of anti-Covid-19 drugs, as those become available.
3. Stop mass testing. Important step.","the  main steps to ending the pandemic increase vaccine production and get as many people esp senior citizens vaccinated as possible produce  maintain a stock of anticovid drugs as those become available stop mass testing important step"
